Name,description,sub_catagory,Veg_Non,Review,Cusine,Diet,Price
Schezwan Style Chinese Veg Samosa Recipe - Roz Ka Khana with Figaro Olive Oil,Whole Wheat Flour|Sooji (Semolina/ Rava)|Ajwain (Carom seeds)|Salt|Extra Virgin Olive Oil|Carrot (Gajjar)|Green Bell Pepper (Capsicum)|Cabbage (Patta Gobi/ Muttaikose)|Ginger|Garlic|Green Chilli|Spring Onion Greens|Salt|Black pepper powder,Indian Chinese,veg,4.931330472,North Indian Recipes,Vegetarian,575
Baked Palak Ki Mathri Recipe (Baked Spinach Spicy Tea-Time Crackers),Whole Wheat Flour|Sooji (Semolina/ Rava)|Ajwain (Carom seeds)|Salt|Spinach Leaves (Palak),Indian Snack,veg,4.873609707,Indian,Vegetarian,472
Spinach And Paneer Samosa Recipe With Figaro Pure Olive Oil,Whole Wheat Flour|Sooji (Semolina/ Rava)|Ajwain (Carom seeds)|Salt|Water|Spinach|Green Chillies|Chaat Masala Powder|Salt,Indian Snack,veg,4.859801489,Indian,Vegetarian,461
Samosas with Spinach & Cottage Cheese Filling,Whole Wheat Flour|Sooji (Semolina/ Rava)|Ajwain (Carom seeds)|Salt|Water|Spinach|Green Chillies|Chaat Masala Powder|Salt|Sunflower Oil,Indian Snack,veg,4.745109321,Indian,Vegetarian,433
Churma Ladoo Recipe With Badam & Flaxseed - High Protein Snack,Whole Wheat Flour|Sooji (Semolina/ Rava)|Badam (Almond)|Flax seeds|Dry coconut (kopra)|Jaggery|Milk,Sweet Recipes (Indian Mithai / Indian ,veg,4.598445596,Rajasthani,High Protein Vegetarian,219
Rajasthani Dal Baaple Churma Recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Caster Sugar|Badam (Almond)|Pistachios|Chana dal (Bengal Gram Dal)|Arhar dal (Split Toor Dal)|Green Moong Dal (Split)|Black Urad Dal (Split)|Pink Masoor Dal (Split)|Tomatoes|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Coriander (Dhania) Leaves|Mustard seeds|Cumin seeds (Jeera)|Cloves (Laung)|Cinnamon Stick (Dalchini)|Asafoetida (hing)|Curry leaves|Kashmiri Red Chilli Powder|Bay leaf (tej patta)|Whole Wheat Flour|Sooji (Semolina/ Rava)|Gram flour (besan)|Salt|Milk|Water|Lemon wedges|Green Chillies|Papad,Indian Curry,veg,4.844771242,Rajasthani,Vegetarian,590
Baked Stuffed Baati With Churma And Panchratna Dal Recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Caster Sugar|Whole Almonds (Badam)|Pistachios|Chana dal (Bengal Gram Dal)|Arhar dal (Split Toor Dal)|Green Moong Dal (Split)|White Urad Dal (Split)|Tomato|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Coriander (Dhania) Leaves|Mustard seeds (Rai/ Kadugu)|Cloves (Laung)|Cumin seeds (Jeera)|Cinnamon Powder (Dalchini)|Asafoetida (hing)|Curry leaves|Kashmiri dry red chilli|Bay leaf (tej patta)|Whole Wheat Flour|Sooji (Semolina/ Rava)|Gram flour (besan)|Salt|Milk|Oil|Green Chilli|Fennel seeds (Saunf)|Coriander (Dhania) Seeds|Asafoetida (hing)|Green peas (Matar)|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Salt|Lemon|Green Chilli|Papad,Indian Curry,veg,4.929022082,Rajasthani,Vegetarian,434
Poppetjes Recipe - Sweet Puffy Wheat Dumpling Recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Coconut milk|Vanilla Extract|Raisins|Badam (Almond)|Cardamom (Elaichi) Pods/Seeds|Nutmeg powder|Cinnamon Powder (Dalchini)|Sugar|Water|Salt|Sunflower Oil,Sweet Recipes (Indian Mithai / Indian ,veg,4.808064516,Parsi Recipes,Vegetarian,333
Maharashtrian Style Namkeen Shankarpali (Savory Flaky Pastry Diamonds Recipe) ,Whole Wheat Flour|Sooji (Semolina/ Rava)|Cumin seeds (Jeera)|Red Chilli powder|Salt,Indian Snack,veg,4.928987194,Maharashtrian Recipes,Vegetarian,573
Khajoor (Thekua) Recipe ,Whole Wheat Flour|Sooji (Semolina/ Rava)|Dessicated Coconut|Cashew nuts|Baking soda|Sugar|Cardamom Powder (Elaichi)|Milk|Sunflower Oil,Sweet Recipes (Indian Mithai / Indian ,veg,4.875397514,Indian,Vegetarian,246
Baked Eggs In Mexican Corn Cup Recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Garlic|Extra Virgin Olive Oil|Pickled Jalapenos|Parsley leaves|Salt and Pepper|Chilled water|Whole Eggs,Mexican,non-veg,4.945945946,Mexican,Eggetarian,508
Healthy Rose Cookies Recipe With Persian Twist,Whole Wheat Flour|Sooji (Semolina/ Rava)|Gram flour (besan)|Dessicated Coconut|Rose Petals|Dates|Pistachios|Baking powder|Sugar|Rose Petals|Water,Cookies,,4.922077922,,,281
Avarekaalu Obbatu Recipe ( Sweet Paratha stuffed with Field Beans Recipe) ,Whole Wheat Flour|Sooji (Semolina/ Rava)|Hung Curd (Greek Yogurt)|Turmeric powder (Haldi)|Sunflower Oil|Avarekalu / Lilva Beans|Chana dal (Bengal Gram Dal)|Jaggery|Fresh coconut|Cardamom Powder (Elaichi),Sweet Recipes (Indian Mithai / Indian ,veg,4.885496183,Karnataka,Vegetarian,220
Atte Ka Halwa Recipe - Whole Wheat Flour Halwa with Khoya,Whole Wheat Flour|Sooji (Semolina/ Rava)|Khoya (Mawa)|Cardamom Powder (Elaichi)|Badam (Almond)|Cashew nuts|Sugar,Sweet Recipes (Indian Mithai / Indian ,veg,4.876696833,North Indian Recipes,Vegetarian,300
Karigadabu – Karnataka Style Karanji/ Gujiya recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Rice flour|Sunflower Oil|Roasted Gram Dal (Pottukadalai)|Dessicated Coconut|Sugar|Cardamom (Elaichi) Pods/Seeds,Sweet Recipes (Indian Mithai / Indian ,veg,4.922594142,South Indian Recipes,Vegetarian,258
Baked Whole Wheat Masala Baati Recipe (Healthy Rajasthani Spiced Wheat Dumplings),Whole Wheat Flour|Sooji (Semolina/ Rava)|Salt|Green peas (Matar)|Onion|Green Chillies|Cumin seeds (Jeera)|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Cumin powder (Jeera)|Salt|Oil,Indian Bread,veg,4.864479315,Rajasthani,Vegetarian,264
Chicken Crepe Lasagne Recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Salt|Water|Boneless chicken|Red Yellow and Green Bell Peppers (Capsicum)|Spinach Leaves (Palak)|Salt|Black pepper powder|Dried oregano|Red Chilli flakes|Cheese,Continental Food,non-veg,4.977178423,Italian Recipes,Non Vegeterian,521
Palak And Peas Kachori Recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Spinach Leaves (Palak)|Ajwain (Carom seeds)|Sunflower Oil|Salt|Chilled water|Green peas (Matar)|Asafoetida (hing)|Red Chilli powder|Amchur (Dry Mango Powder)|Fennel seeds (Saunf)|Salt|Sunflower Oil,Indian Snack,veg,4.930888575,North Indian Recipes,Vegetarian,479
Tamil Nadu Style Badam Puri Recipe (Almond Stuffed Whole Wheat Puri Recipe) ,Whole Wheat Flour|Sooji (Semolina/ Rava)|Water|Badam (Almond)|Palm jaggery,Sweet Recipes (Indian Mithai / Indian ,veg,4.901913876,Tamil Nadu,Vegetarian,202
Whole Wheat Palak Naan Recipe,Whole Wheat Flour|Spinach Leaves (Palak)|Baking soda|Salt|Sugar|Sunflower Oil|Kalonji (Onion Nigella Seeds),Indian Bread,veg,4.869083283,North Indian Recipes,High Protein Vegetarian,206
Palak (Spinach) Puri Recipe,Whole Wheat Flour|Spinach Leaves (Palak)|Ginger|Green Chilli|Cumin powder (Jeera)|Water|Oil,Indian Breakfast,veg,4.740574506,Indian,Vegetarian,547
Palak Puri Recipe (Crispy Spinach Puri Snack),Whole Wheat Flour|Spinach Leaves (Palak)|Ginger|Green Chilli|Salt,Indian Snack,veg,4.662273476,North Indian Recipes,Vegetarian,379
Palak Paneer Kathi Roll Recipe -High Protein Spinach Cottage Cheese Wraps Recipe,Whole Wheat Flour|Spinach Leaves (Palak)|Green Chilli|Cumin powder (Jeera)|Salt|Sunflower Oil|Green Chillies|Garlic|Onion|Coriander (Dhania) Leaves|Tomato|Red Chilli powder|Turmeric powder (Haldi)|Salt,Frankie Rolls,veg,4.788481675,Indian,Vegetarian,513
Whole Wheat Spinach And Tofu Paratha Recipe,Whole Wheat Flour|Spinach Leaves (Palak)|Tofu|Kasuri Methi (Dried Fenugreek Leaves)|Dill leaves|Red Chilli powder|Cumin powder (Jeera)|Green Chilli Paste|Ajwain (Carom seeds)|Sesame seeds (Til seeds)|Lemon|Sunflower Oil|Salt,Indian Bread,,4.776960784,North Indian Recipes,Diabetic Friendly,448
Nutty Aloo Paratha Recipe,Whole Wheat Flour|Spinach Leaves (Palak)|Water|Potatoes (Aloo)|Coriander (Dhania) Leaves|Salt|Cumin powder (Jeera)|Red Chilli powder|Mixed nuts|Sultana Raisins,Indian Bread,veg,4.885460251,North Indian Recipes,Vegetarian,223
Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),Whole Wheat Flour|Spinach|Kaddu (Parangikai/ Pumpkin)|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Cumin seeds (Jeera)|Salt|Water|Sunflower Oil,Indian Bread,veg,4.856164384,North Indian Recipes,High Protein Vegetarian,317
Corn and Spinach Whole Wheat Calzone Recipe,Whole Wheat Flour|Spinach|Salt|Sweet corn|Red Bell pepper (Capsicum)|Green Bell Pepper (Capsicum)|Cheese|Green Chilli|Coriander (Dhania) Leaves|Oil,Continental Party Appetizer & Starter,veg,4.895695364,Italian Recipes,Vegetarian,496
Grapes Muffin Recipe ,Whole Wheat Flour|Sugar|Baking powder|Baking soda|Salt|Red seedless grapes|Red seedless grapes|Vanilla Extract|Vinegar|Whole Egg|Red seedless grapes,Indian Snack,veg,4.887820513,Continental,Vegetarian,497
Kerala Style Vettu Cake Recipe (Eggless Wholewheat Tea Shop Cake),Whole Wheat Flour|Sugar|Cooking soda|Salt|Cardamom Powder (Elaichi)|Milk|Water|Sunflower Oil,Indian Snack,veg,4.812606474,Kerala Recipes,Vegetarian,260
Focaccia Bread with Sweet Onion and Capers Recipe ,Whole Wheat Flour|Sugar|Extra Virgin Olive Oil|Milk|Salt|Onion|Capers|Fresh Thyme leaves|Dried oregano,Homemade Bread,veg,4.964157706,Italian Recipes,Vegetarian,377
Spiced Whole Wheat Cookie Recipe (Atta Biscuit),Whole Wheat Flour|Sugar|Flax seed powder (flax meal)|Cardamom Powder (Elaichi)|Milk,Cookies,veg,4.929590018,Continental,Vegetarian,302
Whole Wheat Onion Stuffed Kulcha Recipe,Whole Wheat Flour|Sugar|Garlic|Salt|Lukewarm Water|Onion|Coriander (Dhania) Leaves|Mint Leaves (Pudina)|Garlic|Salt|Red Chilli powder|Turmeric powder (Haldi),Indian Bread,veg,4.84229179,North Indian Recipes,Vegetarian,568
Cranberry Whole Wheat Naan Recipe,Whole Wheat Flour|Sugar|Lukewarm Water|Salt|Sunflower Oil|Prune Spread|Cranberries|Black sesame seeds|Badam (Almond),Indian Bread,veg,4.964444444,North Indian Recipes,Vegetarian,343
Persian Style Taftan Recipe,Whole Wheat Flour|Sugar|Milk|Cardamom Powder (Elaichi)|Kalonji (Onion Nigella Seeds)|Salt,Continental Food,veg,4.943217666,Mediterranean,Vegetarian,314
Khamiri Roti Recipe ,Whole Wheat Flour|Sugar|Milk|Salt,Indian Bread,veg,4.906110283,Mughlai,Vegetarian,491
Nutella & Kiwifruit Filled Whole Wheat Crepe Recipe,Whole Wheat Flour|Sugar|Milk|Salt|Whole Egg|Kiwi|Nutella Spread,Dessert,non-veg,4.965944272,Continental,Eggetarian,457
Homemade Whole Wheat Crepes Recipe,Whole Wheat Flour|Sugar|Milk|Salt|Whole Eggs,,,4.907292256,French,,447
Savoury Crepes with Za'atar Spiced Chicken Recipe,Whole Wheat Flour|Sugar|Milk|Salt|Whole Eggs|Boneless chicken|Red Bell pepper (Capsicum)|Tomato|Za'atar|Lemon juice|Salt|Black pepper powder|Paprika powder|Coriander (Dhania) Leaves|All Purpose Flour (Maida)|Milk|Fresh cream|Dijon Mustard,Continental Food,non-veg,4.950331126,Mediterranean,High Protein Non Vegetarian,283
Whole Wheat Stuffed Breadsticks Recipe,Whole Wheat Flour|Sugar|Salt|Extra Virgin Olive Oil|Green Bell Pepper (Capsicum)|Carrots (Gajjar)|Mozzarella cheese|Red Chilli flakes|Dried oregano|Dried Thyme Leaves,Continental Party Appetizer & Starter,veg,4.811993517,Continental,Vegetarian,288
Gehun Ka Halwa Recipe | Atte Ka Halwa | Kada Prasad Recipe,Whole Wheat Flour|Sugar|Water|Cardamom Powder (Elaichi)|Cashew nuts,Sweet Recipes (Indian Mithai / Indian ,veg,4.822062842,North Indian Recipes,Vegetarian,201
Himachal Style Pahari Sidu Recipe -Stuffed Bread Recipe,Whole Wheat Flour|Sugar|Water|Roasted Peanuts (Moongphali)|Walnuts|Green peas (Matar)|Ginger|Garlic|Green Chilli|Salt,Indian Bread,veg,4.905369128,Himachal,Vegetarian,221
Chakolaya Recipe (Maharastrian Varan Phal),Whole Wheat Flour|Sunflower Oil|Ajwain (Carom seeds)|Salt|Arhar dal (Split Toor Dal)|Red Chilli powder|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Mustard seeds|Sunflower Oil|Kokum (Malabar Tamarind)|Sugar|Water|Onion,Indian Curry,veg,4.889511609,Maharashtrian Recipes,Vegetarian,276
Baked Cauliflower Samosa Recipe,Whole Wheat Flour|Sunflower Oil|Baking soda|Salt|Water|Cauliflower (gobi)|Potato (Aloo)|Raw Peanuts (Moongphali)|Ginger|Cumin seeds (Jeera)|Fennel seeds (Saunf)|Asafoetida (hing)|Dry Red Chilli|Green Chillies|Turmeric powder (Haldi)|Sugar|Sunflower Oil|Kasuri Methi (Dried Fenugreek Leaves)|Salt|Sunflower Oil,Indian Snack,veg,4.936670072,Indian,Vegetarian,244
Hare Pyaaz Ki Puri Recipe - Spring Onion Puri ,Whole Wheat Flour|Sunflower Oil|Cumin seeds (Jeera)|Ajwain (Carom seeds)|Spring Onion Greens|Coriander (Dhania) Leaves|Sunflower Oil,Indian Breakfast,veg,4.959704881,Indian,Vegetarian,590
Whole Wheat Spinach Paratha Recipe,Whole Wheat Flour|Sunflower Oil|Green Chillies|Garlic|Coriander (Dhania) Leaves|Spinach Leaves (Palak)|Ajwain (Carom seeds)|Water|Salt,Indian Bread,veg,4.892733564,Indian,High Protein Vegetarian,213
Mushroom Paratha Recipe,Whole Wheat Flour|Sunflower Oil|Salt|Button mushrooms|Onion|Cumin seeds (Jeera)|Green Chillies|Turmeric powder (Haldi),Indian Bread,veg,4.834793492,North Indian Recipes,High Protein Vegetarian,394
Cheese and Spring Onion Stuffed Parathas,Whole Wheat Flour|Sunflower Oil|Salt|Cheese|Spring Onion (Bulb & Greens)|Green Chilli|Coriander (Dhania) Leaves|Salt|Cumin powder (Jeera),Indian Bread,veg,4.855437666,Indian,Vegetarian,557
Chicken Kathi Roll Recipe,Whole Wheat Flour|Sunflower Oil|Salt|Sunflower Oil|Chicken breasts|Hung Curd (Greek Yogurt)|Tandoori masala|Lemon juice|Turmeric powder (Haldi)|Salt|Ginger|Garlic|Onion|Green Bell Pepper (Capsicum)|Chaat Masala Powder|Whole Eggs,Frankie Rolls,non-veg,4.929679421,Indian,Non Vegeterian,219
Sweet Potato & Methi Stuffed Paratha Recipe ,Whole Wheat Flour|Sunflower Oil|Salt|Sweet Potato|Methi Leaves (Fenugreek Leaves)|Cumin seeds (Jeera)|Ginger|Green Chilli|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Mustard oil|Salt,Indian Bread,,4.946608947,North Indian Recipes,Diabetic Friendly,361
Wheat Paratha Recipe With Pizza Topping,Whole Wheat Flour|Sunflower Oil|Salt|Water|Mozzarella cheese|Green Bell Pepper (Capsicum)|Red Bell pepper (Capsicum)|Yellow Bell Pepper (Capsicum)|Onions|Sweet corn|Dried oregano|Red Chilli flakes,Italian,veg,4.698701299,Indian,Vegetarian,478
Uparghi Laadu Recipe - Whole Wheat Flour & Banana Squares,Whole Wheat Flour|Sunflower Oil|Water|Jaggery|Ripe Bananas|Caster Sugar,Sweet Recipes (Indian Mithai / Indian ,veg,4.819852941,Gujarati Recipes﻿,Vegetarian,477
Broccoli And Aloo Lifafa Paratha Recipe,Whole Wheat Flour|Sunflower Oil|Water|Salt|Broccoli|Potatoes (Aloo)|Cumin seeds (Jeera)|Coriander (Dhania) Leaves|Black pepper powder|Lemon|Salt|Corn flour|Water,Indian Bread,veg,4.907308378,Indian,Vegetarian,393
Cauliflower And Methi Paratha Recipe,Whole Wheat Flour|Sunflower Oil|Water|Salt|Cauliflower (gobi)|Onion|Methi Leaves (Fenugreek Leaves)|Turmeric powder (Haldi)|Red Chilli powder|Garlic|Green Chilli|Cumin seeds (Jeera)|Sunflower Oil|Salt,Indian Bread,veg,4.901477833,Indian,Vegetarian,585
Sweet Potato Thepla/Paratha Recipe,Whole Wheat Flour|Sweet Potato|Salt|Spinach Leaves (Palak)|Cumin powder (Jeera)|Turmeric powder (Haldi)|Oil,Indian Curry,veg,4.89059941,Indian,Vegetarian,479
Healthy Carrot Methi & Mooli Thepla Recipe ,Whole Wheat Flour|Turmeric powder (Haldi)|Red Chilli powder|Cumin powder (Jeera)|Asafoetida (hing)|Carrot (Gajjar)|Mooli/ Mullangi (Radish)|Methi Leaves (Fenugreek Leaves)|Green Chilli|Sunflower Oil|Salt,Indian Curry,veg,4.911871227,Gujarati Recipes﻿,Vegetarian,202
South Indian Poli Recipe - Boli | Obbattu | Bobbatlu | Holige,Whole Wheat Flour|Turmeric powder (Haldi)|Sunflower Oil|Arhar dal (Split Toor Dal)|Jaggery|Fresh coconut|Cardamom Powder (Elaichi),Sweet Recipes (Indian Mithai / Indian ,veg,4.820987654,South Indian Recipes,Vegetarian,581
Eggless Spooky Witch Finger Cookie Recipe (Perfect Halloween Cookies),Whole Wheat Flour|Vanilla Extract|Sugar|Flax seed powder (flax meal)|Baking powder|Salt|Badam (Almond),Cookies,veg,4.907865169,Continental,Vegetarian,412
Eggless Baked Chocolate Chip Coins Recipe,Whole Wheat Flour|Vivatta Maida|Caster Sugar|Butter (unsalted)|Chocolate chips|Vanilla Extract|Baking soda|Baking powder|Milk|Sunflower Oil,Cookies,veg,4.898701299,Continental,Vegetarian,227
Healthy Lemon Cupcakes Recipe (Eggless),Whole Wheat Flour|Water|Caster Sugar|Lemon juice|Sunflower Oil|Turmeric powder (Haldi)|Baking powder|Baking soda|Raisins,Dessert,veg,4.816901408,Continental,Vegetarian,453
Spicy Yogurt Chapati/Roti Recipe,Whole Wheat Flour|Water|Green Chillies|Coriander (Dhania) Leaves|Sunflower Oil|Cumin seeds (Jeera)|Salt,Indian Bread,veg,4.867288379,Indian,Vegetarian,367
Daal Pithi Recipe,Whole Wheat Flour|Water|Masoor Dal (Whole)|Cumin powder (Jeera)|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Red Chilli powder|Onions|Garlic|Green Chillies|Cumin seeds (Jeera)|Coriander (Dhania) Leaves,Indian Curry,veg,4.896511172,Bihari,Vegetarian,289
Paneer Pyaz Paratha Recipe,Whole Wheat Flour|Water|Oil|Whole Wheat Flour|Salt|Onion|Green Chillies|Coriander (Dhania) Leaves|Coriander Powder (Dhania)|Red Chilli powder|Chaat Masala Powder|Salt,Indian Bread,veg,4.873099415,North Indian Recipes,High Protein Vegetarian,342
Whole Wheat Vegetable Chilla (Cheela) Recipe,Whole Wheat Flour|Water|Onion|Tomatoes|Green Bell Pepper (Capsicum)|Turmeric powder (Haldi)|Cumin seeds (Jeera)|Red Chilli powder|Coriander (Dhania) Leaves|Salt|Sunflower Oil,Dessert,veg,4.888788427,North Indian Recipes,High Protein Vegetarian,268
Carrot Matar Paratha Recipe,Whole Wheat Flour|Water|Salt|Carrots (Gajjar)|Green peas (Matar)|Onion|Green Chillies|Coriander (Dhania) Leaves|Ajwain (Carom seeds)|Coriander Powder (Dhania)|Red Chilli powder|Cumin powder (Jeera)|Chaat Masala Powder|Salt,Indian Bread,veg,4.887820513,North Indian Recipes,Vegetarian,565
Crispy Paneer Bars Recipe- Crispy Cottage Cheese Bars,Whole Wheat Flour|Water|Salt|Coriander (Dhania) Leaves|Urad dal papad|Extra Virgin Olive Oil,Indian Snack,veg,4.85210084,North Indian Recipes,High Protein Vegetarian,220
Stuffed Palak Paneer Paratha,Whole Wheat Flour|Water|Salt|Oil|Spinach Leaves (Palak)|Kasuri Methi (Dried Fenugreek Leaves)|Red Chilli powder|Turmeric powder (Haldi)|Amchur (Dry Mango Powder)|Cumin powder (Jeera)|Salt|Nutralite Classic Spread,Indian Bread,veg,4.909451749,Indian,High Protein Vegetarian,304
Pyaz Ka Paratha Recipe - Spicy Stuffed Onion Paratha,Whole Wheat Flour|Water|Salt|Onions|Ajwain (Carom seeds)|Red Chilli powder|Green Chillies|Cumin powder (Jeera)|Amchur (Dry Mango Powder)|Mint Leaves (Pudina)|Salt,Indian Bread,veg,4.910002228,North Indian Recipes,Vegetarian,570
Fettuccine Pasta Recipe With Roasted Red Bell Pepper Sauce,Whole Wheat Flour|Water|Salt|Red Bell pepper (Capsicum)|Garlic|Onion|Red Chilli flakes|Sugar|Cumin powder (Jeera)|Fresh cream|Salt|Basil leaves|Garlic|Carrot (Gajjar)|Basil leaves|Parmesan cheese,Italian,veg,4.921938089,Italian Recipes,Vegetarian,385
Yele Kadubu Recipe With Sweet And Spicy Onion Chutney ,Whole Wheat Flour|Water|Salt|Sunflower Oil|Red onion|Garlic|Methi Seeds (Fenugreek Seeds)|Dry Red Chillies|Jaggery|Sunflower Oil|Salt,Indian Snack,veg,4.981481481,Karnataka,Vegetarian,262
Corn Stuffed Paratha Recipe,Whole Wheat Flour|Water|Salt|Sweet corn|Potato (Aloo)|Green Chilli|Coriander (Dhania) Leaves|Onion|Mango pickle|Sunflower Oil,Indian Bread,veg,4.91223733,North Indian Recipes,Vegetarian,526
Mixed Vegetable Paratha Recipe,Whole Wheat Flour|Water|Sunflower Oil|Salt|Potato (Aloo)|Carrot (Gajjar)|Onion|Cauliflower (gobi)|Green peas (Matar)|Green Chillies|Coriander (Dhania) Leaves|Coriander Powder (Dhania)|Red Chilli powder|Salt,Indian Bread,veg,4.618368094,Indian,Vegetarian,533
Aloo Methi Paratha Recipe,Whole Wheat Flour|Water|Sunflower Oil|Whole Wheat Flour|Salt|Potato (Aloo)|Onion|Methi Leaves (Fenugreek Leaves)|Green Chillies|Coriander (Dhania) Leaves|Coriander Powder (Dhania)|Red Chilli powder|Chaat Masala Powder|Salt,Indian Bread,veg,4.855979525,North Indian Recipes,Vegetarian,486
Dry Fruits Meetha Paneer Paratha Recipe,Whole Wheat Flour|Water|Whole Almonds (Badam)|Cashew nuts|Sultana Raisins|Jaggery|Ajwain (Carom seeds)|Cardamom Powder (Elaichi)|Cinnamon Powder (Dalchini),Indian Bread,veg,4.811282051,Indian,Vegetarian,582
Goan Sweet Churmo Recipe,Whole Wheat Flour|Water|Whole Wheat Flour|Sunflower Oil|Jaggery|Water|Red Chilli powder,Indian Snack,veg,4.95049505,Goan Recipes,Vegetarian,515
Atta Biscuit Recipe (Whole Wheat Flour Cookies Spiced with Cardamom),Whole Wheat Flour|Wheat Bran|Caster Sugar|Cardamom (Elaichi) Pods/Seeds|Butter (unsalted)|Salt|Milk|Cashew nuts,Cookies,veg,4.751412429,Indian,Vegetarian,507
Maharashtrian Dinkache Ladoo Recipe (Whole Wheat Flour Truffles With Edible Gum & Dry Fruits),Whole Wheat Flour|White Urad Dal (Split)|Dessicated Coconut|Dry dates powder (kharik pud)|Sugar|Mixed nuts|Gond (natural gum)|Cardamom Powder (Elaichi)|Nutmeg powder|Dry ginger powder,Sweet Recipes (Indian Mithai / Indian ,veg,4.900648882,Maharashtrian Recipes,Vegetarian,302
Whole Wheat Crepe With Eggs And Roasted Peppers Recipe,Whole Wheat Flour|Whole Egg|Milk|Fresh cream|Salt|Green Bell Pepper (Capsicum)|Red Bell pepper (Capsicum)|Yellow Bell Pepper (Capsicum)|Onion|Black pepper powder|Salt|Whole Eggs|Extra Virgin Olive Oil,Dessert,non-veg,4.856918239,Continental,Eggetarian,482
Whole Wheat Cupcakes Recipe,Whole Wheat Flour|Whole Eggs|Caster Sugar|Baking powder|Baking soda|Vanilla Extract|Buttermilk|Chocolate ganache,Cake,veg,4.855946399,Continental,Vegetarian,399
Crepes Stuffed With Caramelized Banana Recipe,Whole Wheat Flour|Whole Eggs|Milk|Extra Virgin Olive Oil|Salt|Ripe Bananas|Brown Sugar (Demerara Sugar),Dessert,veg,4.938566553,Continental,Vegetarian,405
